Date,Price,Product Name,Discount (%),Source
2023-03-21,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-22,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-23,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-24,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-25,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-26,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-27,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-28,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-29,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-30,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-03-31,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-04-01,30990.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-04-08,30900.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-04-10,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-23,28499.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-23,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-23,28499.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-23,28400.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-23,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-23,28499.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-24,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-24,28499.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-24,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-24,28499.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-24,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-06-24,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-18,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-20,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-21,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-22,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-23,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-24,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-25,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-26,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-27,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-28,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-29,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-30,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-08-31,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-01,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-02,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-03,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-05,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-06,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-06,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-06,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-07,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-07,30999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-08,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-08,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-09,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-10,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-11,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-12,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-13,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-14,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-15,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-16,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-17,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-18,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-19,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-20,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-21,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-22,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-23,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-24,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-25,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-26,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-27,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-28,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-29,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
2023-09-30,28999.0,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",22.54,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-silver-128-gb/p/itm2dd3e0ff525a8
